   ao  aq   cc   cs   da   dd  de di   dn  dp   dt fa fc   fd  fe  fg   fh fi  fp   fs fx  fz i nc    np   nu  ot p0   pd  pe pi  pn pp  pr   pt  px rg   rn  sp    un va  vm   vs   w z zm zp zu
p0 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  1040 0   0  0   0  33  0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
pd 0   0    0    0    1    4   0  0    0   0    0  0  0    0   1   0    0  0   0    0  0   0  0 0     1    0   0  0    184 0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
pe 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    1   0  0    0   0     0  0   0    0    0 0 0  0  0 
pi 0   7    0    0    1    0   0  30   0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     2    0   0  0    0   0  516 0  0   1    0   0  12   0   0     0  0   2    0    0 0 0  0  0 
pn 0   0    0    0    0    0   0  0    9   0    0  0  0    0   1   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  1   73 0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
pp 0   0    0    0    34   0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 3     1    0   0  61   0   0  0   0  996 0    0   0  16   0   0     0  0   0    0    0 0 0  0  0 
pr 0   0    0    117  0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  5   0  0   1537 0   0  1    0   0     1  0   0    0    0 0 0  0  0 
pt 0   0    0    0    0    0   2  0    0   0    4  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  1    0   0  0   0  0   1    124 0  0    0   0     0  0   0    0    0 0 0  0  0 
px 0   0    0    0    1    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     3    0   0  0    0   0  0   0  0   0    0   13 0    0   0     0  0   3    0    0 0 0  0  0 
rg 1   51   22   6    25   0   0  3    2   0    0  0  1    0   7   6    0  0   0    0  0   0  0 32    68   0   0  4    0   0  10  0  4   2    0   0  3158 25  65    0  0   43   0    0 0 0  0  0 
rn 0   0    3    0    1    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  3    799 0     0  0   0    0    0 0 0  0  0 
sp 0   1    4    54   13   0   0  0    0   0    0  0  1    0   1   0    0  0   0    0  0   0  0 3     4    0   0  0    0   0  0   0  0   1    0   0  16   0   13542 0  0   5    0    0 0 0  0  0 
un 0   5    0    2    0    0   0  0    0   0    0  0  0    0   16  5    0  0   2    0  0   1  0 6     14   0   0  0    0   0  0   0  0   0    1   0  2    0   1     12 0   2    0    0 0 0  0  0 
va 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 2     1    0   0  1    0   0  0   0  0   0    0   0  1    0   0     0  847 1    0    0 0 0  0  0 
vm 0   195  2    4    86   0   0  0    0   0    0  0  31   0   17  23   0  2   1    0  0   0  0 198   120  0   0  8    0   0  0   0  1   8    0   0  57   7   339   1  7   8271 10   0 0 0  0  0 
vs 0   0    0    0    2    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 2     1    0   0  0    0   0  0   0  0   0    0   0  3    0   1     0  0   3    1421 0 0 0  0  0 
w  0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
z  0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
zm 0   1    0    0    0    0   0  0    0   0    0  0  1    0   0   0    0  0   0    0  0   0  0 2     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 55 0  0 
zp 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 46    9    0   0  0    0   0  0   0  0   0    0   0  0    0   1     0  0   0    0    0 0 0  26 0 
zu 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
